start,end,labelName
2020-08-07 16:00:00,2020-08-07 16:30:00,Go to bathroom
2020-08-07 16:30:00,2020-08-07 17:00:00,Cook
2020-08-07 16:30:00,2020-08-07 17:00:00,Eat
2020-08-07 18:00:00,2020-08-07 18:30:00,Cook
2020-08-07 18:00:00,2020-08-07 18:30:00,Eat
2020-08-08 17:30:00,2020-08-08 18:00:00,Cook
2020-08-08 17:30:00,2020-08-08 18:00:00,Eat
2020-08-08 18:30:00,2020-08-08 19:00:00,Cook
2020-08-08 18:30:00,2020-08-08 19:00:00,Eat
2020-08-10 14:00:00,2020-08-10 14:30:00,Go to bathroom
2020-08-10 14:30:00,2020-08-10 15:00:00,Go to bathroom
2020-08-10 14:30:00,2020-08-10 15:00:00,Eat
2020-08-10 15:30:00,2020-08-10 16:00:00,Eat
2020-08-11 08:00:00,2020-08-11 08:30:00,Wake up
2020-08-11 08:00:00,2020-08-11 08:30:00,Eat
2020-08-11 08:30:00,2020-08-11 09:00:00,Eat
2020-08-11 09:00:00,2020-08-11 09:30:00,Eat
2020-08-11 09:30:00,2020-08-11 10:00:00,Eat
2020-08-11 10:30:00,2020-08-11 11:00:00,Go to bathroom
2020-08-11 11:00:00,2020-08-11 11:30:00,Eat
2020-08-11 15:00:00,2020-08-11 15:30:00,Eat
2020-08-11 17:00:00,2020-08-11 17:30:00,Cook
2020-08-11 17:30:00,2020-08-11 18:00:00,Cook
2020-08-11 18:00:00,2020-08-11 18:30:00,Eat
2020-08-11 20:00:00,2020-08-11 20:30:00,Go to bathroom
2020-08-11 20:30:00,2020-08-11 21:00:00,Go to bathroom
2020-08-11 22:00:00,2020-08-11 22:30:00,Sleep
2020-08-12 08:00:00,2020-08-12 08:30:00,Wake up
2020-08-12 08:00:00,2020-08-12 08:30:00,Go to bathroom
2020-08-12 08:30:00,2020-08-12 09:00:00,Eat
2020-08-12 08:30:00,2020-08-12 09:00:00,Wash dishes
2020-08-12 09:30:00,2020-08-12 10:00:00,Cook
2020-08-12 12:00:00,2020-08-12 12:30:00,Cook
2020-08-12 12:00:00,2020-08-12 12:30:00,Eat
2020-08-12 14:00:00,2020-08-12 14:30:00,Cook
2020-08-12 14:00:00,2020-08-12 14:30:00,Eat
2020-08-12 14:30:00,2020-08-12 15:00:00,Cook
2020-08-12 15:00:00,2020-08-12 15:30:00,Eat
2020-08-12 15:00:00,2020-08-12 15:30:00,Go to bathroom
2020-08-12 17:00:00,2020-08-12 17:30:00,Eat
2020-08-13 14:00:00,2020-08-13 14:30:00,Eat
2020-08-13 18:30:00,2020-08-13 19:00:00,Eat
2020-08-13 20:00:00,2020-08-13 20:30:00,Sleep
2020-08-14 18:30:00,2020-08-14 19:00:00,None
2020-08-15 09:00:00,2020-08-15 09:30:00,Eat
2020-08-15 09:30:00,2020-08-15 10:00:00,Eat
2020-08-15 16:00:00,2020-08-15 16:30:00,Cook
2020-08-15 16:30:00,2020-08-15 17:00:00,Cook
2020-08-15 17:00:00,2020-08-15 17:30:00,Eat
2020-08-15 19:00:00,2020-08-15 19:30:00,Wash dishes
2020-08-15 19:30:00,2020-08-15 20:00:00,Wash dishes
2020-08-15 21:00:00,2020-08-15 21:30:00,Wash dishes
2020-08-15 21:00:00,2020-08-15 21:30:00,Eat
2020-08-15 21:30:00,2020-08-15 22:00:00,Sleep
2020-08-16 08:30:00,2020-08-16 09:00:00,Wake up
2020-08-16 09:00:00,2020-08-16 09:30:00,Eat
2020-08-16 13:00:00,2020-08-16 13:30:00,Eat
2020-08-16 14:00:00,2020-08-16 14:30:00,Eat
2020-08-16 14:30:00,2020-08-16 15:00:00,Eat
2020-08-16 18:00:00,2020-08-16 18:30:00,Eat
2020-08-16 18:30:00,2020-08-16 19:00:00,Eat
2020-08-16 20:30:00,2020-08-16 21:00:00,Sleep
2020-08-17 07:30:00,2020-08-17 08:00:00,Wake up
2020-08-17 07:30:00,2020-08-17 08:00:00,Eat
2020-08-17 08:00:00,2020-08-17 08:30:00,Take medicine
2020-08-17 08:30:00,2020-08-17 09:00:00,Go to bathroom
2020-08-17 09:00:00,2020-08-17 09:30:00,Cook
2020-08-17 09:30:00,2020-08-17 10:00:00,Eat
2020-08-17 09:30:00,2020-08-17 10:00:00,Go to bathroom
2020-08-17 13:30:00,2020-08-17 14:00:00,Eat
2020-08-17 15:30:00,2020-08-17 16:00:00,Eat
2020-08-17 17:00:00,2020-08-17 17:30:00,Eat
2020-08-17 17:00:00,2020-08-17 17:30:00,Sleep
2020-08-18 09:30:00,2020-08-18 10:00:00,Wake up
2020-08-18 09:30:00,2020-08-18 10:00:00,Cook
2020-08-18 09:30:00,2020-08-18 10:00:00,Eat
2020-08-18 13:30:00,2020-08-18 14:00:00,Cook
2020-08-18 13:30:00,2020-08-18 14:00:00,Eat
2020-08-19 11:00:00,2020-08-19 11:30:00,Go to bathroom
2020-08-19 20:00:00,2020-08-19 20:30:00,Sleep
2020-08-20 09:00:00,2020-08-20 09:30:00,Wake up
2020-08-20 09:30:00,2020-08-20 10:00:00,Eat
2020-08-20 16:30:00,2020-08-20 17:00:00,None
2020-08-21 08:00:00,2020-08-21 08:30:00,Wake up
2020-08-21 08:00:00,2020-08-21 08:30:00,Eat
2020-08-21 08:30:00,2020-08-21 09:00:00,Take medicine
2020-08-21 09:00:00,2020-08-21 09:30:00,Eat
2020-08-21 10:00:00,2020-08-21 10:30:00,Go to bathroom
2020-08-21 13:00:00,2020-08-21 13:30:00,Eat
2020-08-21 19:00:00,2020-08-21 19:30:00,Eat
2020-08-21 19:30:00,2020-08-21 20:00:00,Sleep
2020-08-22 18:30:00,2020-08-22 19:00:00,Wake up
2020-08-22 18:30:00,2020-08-22 19:00:00,Eat
2020-08-22 22:00:00,2020-08-22 22:30:00,Go to bathroom
2020-08-23 06:30:00,2020-08-23 07:00:00,Wake up
2020-08-23 06:30:00,2020-08-23 07:00:00,Eat
2020-08-23 10:00:00,2020-08-23 10:30:00,Go to bathroom
2020-08-23 12:00:00,2020-08-23 12:30:00,Eat
2020-08-23 13:00:00,2020-08-23 13:30:00,Eat
2020-08-23 17:30:00,2020-08-23 18:00:00,Eat
2020-08-23 18:00:00,2020-08-23 18:30:00,Sleep
2020-08-24 19:30:00,2020-08-24 20:00:00,Wake up
2020-08-24 20:00:00,2020-08-24 20:30:00,None
2020-08-25 08:00:00,2020-08-25 08:30:00,Wake up
2020-08-25 08:00:00,2020-08-25 08:30:00,Eat
2020-08-25 11:30:00,2020-08-25 12:00:00,Eat
2020-08-25 12:00:00,2020-08-25 12:30:00,Eat
2020-08-25 13:00:00,2020-08-25 13:30:00,Go to bathroom
2020-08-25 19:00:00,2020-08-25 19:30:00,Sleep
2020-08-26 08:00:00,2020-08-26 08:30:00,Wake up
2020-08-26 09:30:00,2020-08-26 10:00:00,Eat
2020-08-26 10:00:00,2020-08-26 10:30:00,Eat
2020-08-26 10:30:00,2020-08-26 11:00:00,Eat
2020-08-26 12:30:00,2020-08-26 13:00:00,Eat
2020-08-26 13:00:00,2020-08-26 13:30:00,Eat
2020-08-26 14:00:00,2020-08-26 14:30:00,Eat
2020-08-26 18:00:00,2020-08-26 18:30:00,Eat
2020-08-26 18:30:00,2020-08-26 19:00:00,Eat
2020-08-26 19:00:00,2020-08-26 19:30:00,Sleep
2020-08-27 12:30:00,2020-08-27 13:00:00,None
2020-08-28 08:30:00,2020-08-28 09:00:00,Wake up
2020-08-28 09:00:00,2020-08-28 09:30:00,Go to bathroom
2020-08-28 14:30:00,2020-08-28 15:00:00,Go to bathroom
2020-08-29 17:30:00,2020-08-29 18:00:00,Go to bathroom
2020-08-29 19:30:00,2020-08-29 20:00:00,Cook
2020-08-29 19:30:00,2020-08-29 20:00:00,Eat
2020-08-29 23:00:00,2020-08-29 23:30:00,Go to bathroom
2020-09-02 08:30:00,2020-09-02 09:00:00,None
2020-09-03 15:30:00,2020-09-03 16:00:00,Wake up
2020-09-03 16:00:00,2020-09-03 16:30:00,Go to bathroom
2020-09-03 18:30:00,2020-09-03 19:00:00,Sleep
2020-09-05 15:30:00,2020-09-05 16:00:00,None
2020-09-05 20:00:00,2020-09-05 20:30:00,None
2020-09-06 10:00:00,2020-09-06 10:30:00,Wake up
2020-09-06 12:00:00,2020-09-06 12:30:00,Go to bathroom
2020-09-06 12:30:00,2020-09-06 13:00:00,Go to bathroom
2020-09-06 14:30:00,2020-09-06 15:00:00,Go to bathroom
2020-09-07 09:00:00,2020-09-07 09:30:00,Wake up
2020-09-10 15:30:00,2020-09-10 16:00:00,Wake up
2020-09-10 18:30:00,2020-09-10 19:00:00,Sleep
2020-09-13 08:30:00,2020-09-13 09:00:00,Wake up
2020-09-13 16:00:00,2020-09-13 16:30:00,Go to bathroom
2020-09-14 12:30:00,2020-09-14 13:00:00,Cook
2020-09-14 12:30:00,2020-09-14 13:00:00,Eat
2020-09-14 12:30:00,2020-09-14 13:00:00,Wake up
2020-09-14 22:30:00,2020-09-14 23:00:00,Go to bathroom
2020-09-14 22:30:00,2020-09-14 23:00:00,Sleep
2020-09-15 11:00:00,2020-09-15 11:30:00,Wake up
2020-09-15 17:00:00,2020-09-15 17:30:00,Go to bathroom
2020-09-15 18:30:00,2020-09-15 19:00:00,Sleep
