,client_time,step,battery_low,is_charge,tag_battery_low,tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12
45597,2020-09-03 09:43:04,1594,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45602,2020-09-03 09:50:06,1611,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45621,2020-09-03 10:04:58,2247,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45628,2020-09-03 10:10:06,2447,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45650,2020-09-03 10:35:26,3033,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45663,2020-09-03 10:42:54,3042,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45669,2020-09-03 10:46:36,3052,51,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
45713,2020-09-03 11:02:02,3062,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45754,2020-09-03 11:29:02,3121,50,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
45781,2020-09-03 11:40:07,3379,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45807,2020-09-03 11:50:06,3592,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45820,2020-09-03 12:00:07,3851,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45825,2020-09-03 12:01:39,3904,50,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
45837,2020-09-03 12:10:07,4107,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45851,2020-09-03 12:20:07,4434,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45864,2020-09-03 12:29:47,4778,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45875,2020-09-03 12:32:22,4812,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45878,2020-09-03 12:36:40,5018,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45882,2020-09-03 12:38:21,5095,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45891,2020-09-03 12:40:09,5193,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45908,2020-09-03 12:50:04,5282,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45924,2020-09-03 13:00:09,5342,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45932,2020-09-03 13:03:25,5368,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45940,2020-09-03 13:10:13,5548,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45957,2020-09-03 13:20:06,5739,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45981,2020-09-03 13:30:07,5925,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45995,2020-09-03 13:38:43,6239,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46006,2020-09-03 13:40:08,6247,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46015,2020-09-03 13:50:05,6255,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46098,2020-09-03 14:35:41,6264,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46107,2020-09-03 14:40:06,6271,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46134,2020-09-03 14:58:58,6431,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46141,2020-09-03 15:00:11,6484,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46142,2020-09-03 15:00:54,6536,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46149,2020-09-03 15:05:18,6739,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46154,2020-09-03 15:10:04,6804,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46173,2020-09-03 15:20:06,7092,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46189,2020-09-03 15:30:07,7439,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46198,2020-09-03 15:40:06,7885,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46206,2020-09-03 15:41:53,7895,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46213,2020-09-03 15:50:05,7909,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46235,2020-09-03 16:10:06,7916,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46241,2020-09-03 16:20:05,8280,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46267,2020-09-03 16:30:06,8763,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46287,2020-09-03 16:40:06,9437,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46312,2020-09-03 16:50:05,9755,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46327,2020-09-03 16:54:09,9910,42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
46467,2020-09-03 18:23:22,14987,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46469,2020-09-03 18:24:09,15016,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46470,2020-09-03 18:24:57,15040,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46471,2020-09-03 18:25:08,15049,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
46472,2020-09-03 18:26:33,15119,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46480,2020-09-03 18:30:05,15134,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46494,2020-09-03 18:37:39,15201,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46495,2020-09-03 18:38:16,15223,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46502,2020-09-03 18:40:05,15250,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46521,2020-09-03 18:50:06,15283,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46529,2020-09-03 18:52:31,15291,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46548,2020-09-03 19:00:10,15437,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46561,2020-09-03 19:10:12,15701,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46568,2020-09-03 19:17:26,15884,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46574,2020-09-03 19:20:13,15893,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46625,2020-09-03 20:10:05,15908,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46652,2020-09-03 20:50:07,15920,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46660,2020-09-03 21:00:37,15953,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46661,2020-09-03 21:02:07,15961,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
46673,2020-09-03 21:14:09,15991,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
46698,2020-09-03 22:10:14,16154,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46822,2020-09-04 06:30:05,157,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46832,2020-09-04 06:50:03,171,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46857,2020-09-04 07:10:05,183,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46872,2020-09-04 07:22:24,225,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46883,2020-09-04 07:30:06,242,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46925,2020-09-04 07:50:04,374,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46949,2020-09-04 07:55:27,607,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46957,2020-09-04 07:59:55,780,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46965,2020-09-04 08:00:17,787,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46967,2020-09-04 08:01:01,805,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46968,2020-09-04 08:02:27,813,26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
46973,2020-09-04 08:06:16,821,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46980,2020-09-04 08:10:05,847,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46987,2020-09-04 08:15:03,867,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46988,2020-09-04 08:15:11,868,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46994,2020-09-04 08:20:06,923,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47011,2020-09-04 08:30:04,1046,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47022,2020-09-04 08:40:05,1267,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47040,2020-09-04 08:50:04,1528,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47053,2020-09-04 09:00:05,1723,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47067,2020-09-04 09:10:04,1901,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47084,2020-09-04 09:20:06,2211,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47117,2020-09-04 09:45:03,3118,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47118,2020-09-04 09:46:14,3151,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47120,2020-09-04 09:46:33,3162,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47121,2020-09-04 09:46:43,3174,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47122,2020-09-04 09:46:53,3183,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47123,2020-09-04 09:47:03,3199,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47128,2020-09-04 09:48:45,3356,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47176,2020-09-04 10:10:19,4394,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47194,2020-09-04 10:23:42,4853,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47195,2020-09-04 10:23:52,4867,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47209,2020-09-04 10:31:46,5558,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47221,2020-09-04 10:47:44,5894,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47223,2020-09-04 10:48:14,5904,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47236,2020-09-04 10:51:19,5924,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47238,2020-09-04 10:54:46,5943,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47239,2020-09-04 10:55:14,5967,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47240,2020-09-04 10:55:34,5975,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47241,2020-09-04 10:55:44,5978,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47242,2020-09-04 10:56:04,5990,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47243,2020-09-04 10:56:34,6006,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47244,2020-09-04 10:56:44,6026,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47245,2020-09-04 10:59:40,6256,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47246,2020-09-04 11:00:00,6276,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47253,2020-09-04 11:00:05,6281,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47255,2020-09-04 11:00:10,6295,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47256,2020-09-04 11:00:20,6315,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47257,2020-09-04 11:00:30,6334,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47270,2020-09-04 11:10:04,6396,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47273,2020-09-04 11:12:44,6422,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47278,2020-09-04 11:15:12,6520,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47284,2020-09-04 11:16:36,6559,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47291,2020-09-04 11:20:06,6608,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47309,2020-09-04 11:30:12,6863,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47370,2020-09-04 12:18:40,8188,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47373,2020-09-04 12:19:26,8243,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47374,2020-09-04 12:19:49,8251,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47408,2020-09-04 12:30:59,8451,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47420,2020-09-04 12:46:47,8769,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47421,2020-09-04 12:47:13,8797,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47422,2020-09-04 12:47:16,8806,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47423,2020-09-04 12:47:44,8838,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47424,2020-09-04 12:47:46,8843,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47425,2020-09-04 12:47:50,8847,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47426,2020-09-04 12:47:52,8850,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47427,2020-09-04 12:48:06,8861,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47428,2020-09-04 12:48:10,8865,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47429,2020-09-04 12:48:57,8875,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47430,2020-09-04 12:49:11,8882,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47436,2020-09-04 12:50:08,8901,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47439,2020-09-04 12:51:47,8909,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47442,2020-09-04 12:55:49,8925,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47446,2020-09-04 12:58:46,8932,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47458,2020-09-04 13:08:28,9062,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47467,2020-09-04 13:15:52,9130,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47476,2020-09-04 13:23:00,9167,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47497,2020-09-04 13:42:18,9285,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47498,2020-09-04 13:43:13,9314,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47851,2020-09-04 18:17:57,13274,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47852,2020-09-04 18:18:07,13285,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47863,2020-09-04 18:25:27,13436,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47864,2020-09-04 18:26:20,13471,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47865,2020-09-04 18:27:15,13482,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47888,2020-09-04 18:41:42,13596,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47911,2020-09-04 18:54:06,13642,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47913,2020-09-04 18:54:45,13650,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47914,2020-09-04 18:55:28,13673,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47918,2020-09-04 18:58:37,13728,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47967,2020-09-04 19:14:21,14179,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48029,2020-09-04 19:32:34,14407,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48035,2020-09-04 19:36:53,14415,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48093,2020-09-04 20:12:18,14435,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48094,2020-09-04 20:13:28,14442,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48386,2020-09-05 08:40:06,85,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48390,2020-09-05 08:41:17,98,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48391,2020-09-05 08:42:46,142,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48394,2020-09-05 08:44:07,178,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48395,2020-09-05 08:44:35,188,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48397,2020-09-05 08:46:21,203,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48400,2020-09-05 08:47:58,213,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48401,2020-09-05 08:49:15,287,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48411,2020-09-05 08:52:40,400,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48415,2020-09-05 08:59:07,757,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48419,2020-09-05 09:00:05,790,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48422,2020-09-05 09:00:18,810,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48427,2020-09-05 09:05:28,983,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48429,2020-09-05 09:06:37,1038,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48430,2020-09-05 09:08:43,1198,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48437,2020-09-05 09:12:05,1289,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48441,2020-09-05 09:18:14,1399,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48443,2020-09-05 09:19:32,1439,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48445,2020-09-05 09:19:51,1452,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48447,2020-09-05 09:20:03,1462,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48453,2020-09-05 09:20:39,1498,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48455,2020-09-05 09:21:11,1516,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48456,2020-09-05 09:21:43,1524,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48457,2020-09-05 09:21:51,1531,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48458,2020-09-05 09:22:57,1551,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48466,2020-09-05 09:28:11,1705,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48484,2020-09-05 09:40:03,1718,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48489,2020-09-05 09:41:41,1728,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48496,2020-09-05 09:48:36,2068,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48503,2020-09-05 09:51:26,2170,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48573,2020-09-05 10:33:49,2180,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48586,2020-09-05 10:40:03,2203,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48596,2020-09-05 10:47:41,2599,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48616,2020-09-05 11:00:56,3200,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48618,2020-09-05 11:03:45,3291,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48620,2020-09-05 11:04:13,3325,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48652,2020-09-05 11:20:02,3340,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48672,2020-09-05 11:30:06,3473,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48709,2020-09-05 11:50:04,4080,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48782,2020-09-05 12:23:28,5058,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48819,2020-09-05 12:50:12,5105,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48835,2020-09-05 12:56:40,5144,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48836,2020-09-05 12:57:13,5159,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48837,2020-09-05 12:59:40,5166,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48843,2020-09-05 13:01:13,5196,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48850,2020-09-05 13:09:52,5228,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48868,2020-09-05 13:21:12,5427,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48888,2020-09-05 13:30:54,5648,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48904,2020-09-05 13:44:02,6098,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48944,2020-09-05 14:20:13,6155,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49023,2020-09-05 15:20:43,7744,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49120,2020-09-05 16:26:11,8742,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49134,2020-09-05 16:33:20,8751,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49167,2020-09-05 16:54:45,8929,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49373,2020-09-05 19:03:39,13797,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49375,2020-09-05 19:05:26,13817,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49377,2020-09-05 19:05:52,13833,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49384,2020-09-05 19:10:02,13896,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52178,2020-09-08 11:06:28,2335,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52288,2020-09-08 11:50:06,2361,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52311,2020-09-08 12:00:05,2510,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52326,2020-09-08 12:10:04,2878,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52359,2020-09-08 12:30:04,3051,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52382,2020-09-08 12:40:06,3466,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52394,2020-09-08 12:50:05,3951,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52409,2020-09-08 13:00:05,4370,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52423,2020-09-08 13:10:06,4531,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52470,2020-09-08 13:30:08,4538,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52483,2020-09-08 13:40:10,4565,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52536,2020-09-08 14:10:06,4897,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52548,2020-09-08 14:20:04,5314,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52563,2020-09-08 14:30:04,5630,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52581,2020-09-08 14:40:08,6007,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52602,2020-09-08 14:50:06,6207,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52615,2020-09-08 15:00:03,6216,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52678,2020-09-08 15:40:12,6235,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52691,2020-09-08 15:50:09,6242,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52706,2020-09-08 15:59:58,6631,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52716,2020-09-08 16:00:45,6639,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52733,2020-09-08 16:10:09,6664,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52745,2020-09-08 16:20:11,6671,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52811,2020-09-08 16:51:23,6772,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52996,2020-09-08 18:30:11,12041,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53339,2020-09-09 07:10:04,9,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53343,2020-09-09 07:12:37,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53358,2020-09-09 07:31:03,98,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53401,2020-09-09 08:10:05,302,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53408,2020-09-09 08:19:57,309,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53425,2020-09-09 08:30:05,386,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53430,2020-09-09 08:34:36,405,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53436,2020-09-09 08:40:05,813,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53444,2020-09-09 08:50:06,1030,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53459,2020-09-09 09:00:07,1244,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53471,2020-09-09 09:10:03,1482,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53482,2020-09-09 09:20:04,1842,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53494,2020-09-09 09:25:51,2084,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53501,2020-09-09 09:30:04,2091,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53515,2020-09-09 09:40:04,2100,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53567,2020-09-09 10:10:02,2915,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53587,2020-09-09 10:22:58,2922,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53684,2020-09-09 10:54:11,3190,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53685,2020-09-09 10:54:21,3209,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53729,2020-09-09 11:10:22,4261,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53769,2020-09-09 11:21:54,4545,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53796,2020-09-09 11:32:14,5212,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53838,2020-09-09 11:53:40,5675,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53894,2020-09-09 12:21:06,6676,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53914,2020-09-09 12:30:04,7096,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53986,2020-09-09 13:01:09,7308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54054,2020-09-09 13:55:44,8634,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54077,2020-09-09 14:12:19,8888,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
